row_id,record_type,participantId,age,gender,deviceMode,deviceUsed,block,trialInBlock,globalTrialIndex,startX,startY,targetX,targetY,clickX,clickY,amplitude,targetWidth,movementTimeMs,ID_Shannon,TP_bitsPerSec,hit,local_timestamp_KL,n_trials,avg_movementTimeMs,avg_TP_bitsPerSec,error_rate_percent
1,trial,C17,5,Female,touch,touch,1,1,1,566.5,335,284.96,382.03,279,384,285.44,54,734,2.6521,3.6132,1,"25/11/2025, 17:20:54",,,,
2,trial,C17,5,Female,touch,touch,1,2,2,284.96,382.03,976.24,187.46,365,502,718.14,27,267,4.7865,17.9269,0,"25/11/2025, 17:20:55",,,,
3,trial,C17,5,Female,touch,touch,1,3,3,976.24,187.46,340.42,332.87,328,342,652.24,27,880,4.6529,5.2874,0,"25/11/2025, 17:20:57",,,,
4,trial,C17,5,Female,touch,touch,1,4,4,340.42,332.87,125.86,68.7,146,153,340.33,40,1434,3.2492,2.2658,0,"25/11/2025, 17:20:58",,,,
5,trial,C17,5,Female,touch,touch,1,5,5,125.86,68.7,479.77,441.07,279,411,513.73,54,333,3.3942,10.1927,0,"25/11/2025, 17:21:00",,,,
6,trial,C17,5,Female,touch,touch,1,6,6,479.77,441.07,349.54,236.93,353,237,242.15,40,1849,2.8184,1.5243,1,"25/11/2025, 17:21:01",,,,
7,trial,C17,5,Female,touch,touch,1,7,7,349.54,236.93,1008.18,438.47,1010,442,688.79,54,2517,3.7819,1.5026,1,"25/11/2025, 17:21:03",,,,
8,trial,C17,5,Female,touch,touch,1,8,8,1008.18,438.47,778.27,258.94,774,264,291.7,40,1149,3.0518,2.6561,1,"25/11/2025, 17:21:04",,,,
9,trial,C17,5,Female,touch,touch,1,9,9,778.27,258.94,104.96,489.23,91,519,711.61,54,1215,3.8256,3.1486,0,"25/11/2025, 17:21:06",,,,
10,trial,C17,5,Female,touch,touch,1,10,10,104.96,489.23,580.55,523.82,588,523,476.85,27,1118,4.222,3.7763,1,"25/11/2025, 17:21:07",,,,
11,trial,C17,5,Female,touch,touch,2,1,11,580.55,523.82,902.63,369.81,911,368,357.02,27,1233,3.8301,3.1064,1,"25/11/2025, 17:21:09",,,,
12,trial,C17,5,Female,touch,touch,2,2,12,902.63,369.81,649.71,457.38,645,456,267.66,27,1249,3.448,2.7606,1,"25/11/2025, 17:21:10",,,,
13,trial,C17,5,Female,touch,touch,2,3,13,649.71,457.38,570.32,43.02,566,54,421.89,27,1116,4.0553,3.6338,1,"25/11/2025, 17:21:12",,,,
14,trial,C17,5,Female,touch,touch,2,4,14,570.32,43.02,706.31,546.83,702,549,521.84,40,1548,3.8121,2.4626,1,"25/11/2025, 17:21:13",,,,
15,trial,C17,5,Female,touch,touch,2,5,15,706.31,546.83,413.02,458.24,406,463,306.37,27,1217,3.6261,2.9795,1,"25/11/2025, 17:21:15",,,,
16,trial,C17,5,Female,touch,touch,2,6,16,413.02,458.24,501.66,586.49,501,571,155.9,40,1049,2.292,2.185,1,"25/11/2025, 17:21:16",,,,
17,trial,C17,5,Female,touch,touch,2,7,17,501.66,586.49,973.14,581.63,967,582,471.5,40,1534,3.6767,2.3968,1,"25/11/2025, 17:21:18",,,,
18,trial,C17,5,Female,touch,touch,2,8,18,973.14,581.63,567.3,129.74,566,134,607.38,54,1314,3.6144,2.7507,1,"25/11/2025, 17:21:19",,,,
19,trial,C17,5,Female,touch,touch,2,9,19,567.3,129.74,520.26,202.7,509,201,86.81,27,1119,2.0756,1.8548,1,"25/11/2025, 17:21:21",,,,
20,trial,C17,5,Female,touch,touch,2,10,20,520.26,202.7,130.19,234.18,147,233,391.34,54,832,3.0439,3.6585,1,"25/11/2025, 17:21:22",,,,
21,summary,C17,5,Female,touch,touch,,,,,,,,,,,,,,,,,20,1185.35,3.9841,25
22,summary,C17,5,Female,touch,ALL,,,,,,,,,,,,,,,,,20,1185.35,3.9841,25
