row_id,record_type,participantId,age,gender,deviceMode,deviceUsed,block,trialInBlock,globalTrialIndex,startX,startY,targetX,targetY,clickX,clickY,amplitude,targetWidth,movementTimeMs,ID_Shannon,TP_bitsPerSec,hit,local_timestamp_KL,n_trials,avg_movementTimeMs,avg_TP_bitsPerSec,error_rate_percent
1,trial,C02,12,Male,touch,touch,1,1,1,566.5,335,981.73,549.33,982,568,467.28,40,703,3.6647,5.213,1,"24/08/2025, 15:50:03",,,,
2,trial,C02,12,Male,touch,touch,1,2,2,981.73,549.33,1002.75,447.06,1008,438,104.41,54,747,1.5526,2.0785,1,"24/08/2025, 15:50:05",,,,
3,trial,C02,12,Male,touch,touch,1,3,3,1002.75,447.06,160.21,208.94,172,220,875.55,54,765,4.1055,5.3667,1,"24/08/2025, 15:50:07",,,,
4,trial,C02,12,Male,touch,touch,1,4,4,160.21,208.94,892.27,215.56,885,238,732.1,54,633,3.8637,6.1038,1,"24/08/2025, 15:50:10",,,,
5,trial,C02,12,Male,touch,touch,1,5,5,892.27,215.56,1013.51,297.93,1023,302,146.57,40,685,2.2217,3.2433,1,"24/08/2025, 15:50:12",,,,
6,trial,C02,12,Male,touch,touch,1,6,6,1013.51,297.93,127.19,419.53,132,428,894.63,27,715,5.0932,7.1233,1,"24/08/2025, 15:50:14",,,,
7,trial,C02,12,Male,touch,touch,1,7,7,127.19,419.53,374.23,248.64,379,266,300.4,54,532,2.7143,5.1021,1,"24/08/2025, 15:50:17",,,,
8,trial,C02,12,Male,touch,touch,1,8,8,374.23,248.64,181.35,292.39,172,299,197.78,27,600,3.0575,5.0958,1,"24/08/2025, 15:50:19",,,,
9,trial,C02,12,Male,touch,touch,1,9,9,181.35,292.39,565.01,370.63,545,383,391.55,40,532,3.4315,6.4501,0,"24/08/2025, 15:50:21",,,,
10,trial,C02,12,Male,touch,touch,1,10,10,565.01,370.63,149.44,280.7,155,297,425.19,40,582,3.5397,6.082,1,"24/08/2025, 15:50:24",,,,
11,trial,C02,12,Male,touch,touch,2,1,11,149.44,280.7,745.5,48.82,748,82,639.58,27,668,4.6257,6.9248,0,"24/08/2025, 15:50:26",,,,
12,trial,C02,12,Male,touch,touch,2,2,12,745.5,48.82,137.05,530.89,129,529,776.28,27,633,4.8949,7.7328,1,"24/08/2025, 15:50:28",,,,
13,trial,C02,12,Male,touch,touch,2,3,13,137.05,530.89,613.52,555.08,607,544,477.08,40,498,3.6923,7.4143,1,"24/08/2025, 15:50:31",,,,
14,trial,C02,12,Male,touch,touch,2,4,14,613.52,555.08,790.31,336.3,794,328,281.29,54,433,2.6344,6.084,1,"24/08/2025, 15:50:33",,,,
15,trial,C02,12,Male,touch,touch,2,5,15,790.31,336.3,894.56,174.03,881,193,192.87,27,532,3.0256,5.6872,0,"24/08/2025, 15:50:35",,,,
16,trial,C02,12,Male,touch,touch,2,6,16,894.56,174.03,82.97,107.58,80,126,814.31,27,666,4.9616,7.4499,0,"24/08/2025, 15:50:38",,,,
17,trial,C02,12,Male,touch,touch,2,7,17,82.97,107.58,1029.05,422.39,1034,433,997.09,40,582,4.6964,8.0694,1,"24/08/2025, 15:50:40",,,,
18,trial,C02,12,Male,touch,touch,2,8,18,1029.05,422.39,370.87,458.39,383,470,659.17,54,498,3.7232,7.4763,1,"24/08/2025, 15:50:42",,,,
19,trial,C02,12,Male,touch,touch,2,9,19,370.87,458.39,582.57,433.16,608,451,213.2,40,452,2.6622,5.8899,0,"24/08/2025, 15:50:45",,,,
20,trial,C02,12,Male,touch,touch,2,10,20,582.57,433.16,587.63,159.19,568,175,274.02,40,515,2.9728,5.7724,0,"24/08/2025, 15:50:47",,,,
21,summary,C02,12,Male,touch,touch,,,,,,,,,,,,,,,,,20,598.55,6.018,30
22,summary,C02,12,Male,touch,ALL,,,,,,,,,,,,,,,,,20,598.55,6.018,30
