row_id,record_type,participantId,age,gender,deviceMode,deviceUsed,block,trialInBlock,globalTrialIndex,startX,startY,targetX,targetY,clickX,clickY,amplitude,targetWidth,movementTimeMs,ID_Shannon,TP_bitsPerSec,hit,local_timestamp_KL,n_trials,avg_movementTimeMs,avg_TP_bitsPerSec,error_rate_percent
1,trial,C21,5,Male,touch,touch,1,1,1,566.5,335,191.37,246.54,593,464,385.42,54,302,3.0246,10.0151,0,"12/12/2025, 14:20:55",,,,
2,trial,C21,5,Male,touch,touch,1,2,2,191.37,246.54,429.69,192.59,438,183,244.34,54,647,2.4659,3.8114,1,"12/12/2025, 14:20:56",,,,
3,trial,C21,5,Male,touch,touch,1,3,3,429.69,192.59,1012.62,395.37,1033,421,617.2,54,1516,3.6357,2.3982,0,"12/12/2025, 14:20:58",,,,
4,trial,C21,5,Male,touch,touch,1,4,4,1012.62,395.37,859.53,69.93,874,331,359.66,40,816,3.3207,4.0695,0,"12/12/2025, 14:20:59",,,,
5,trial,C21,5,Male,touch,touch,1,5,5,859.53,69.93,771.34,266.4,761,301,215.36,54,1400,2.3185,1.6561,0,"12/12/2025, 14:21:01",,,,
6,trial,C21,5,Male,touch,touch,1,6,6,771.34,266.4,735.85,178.11,744,207,95.17,54,1599,1.4659,0.9168,0,"12/12/2025, 14:21:02",,,,
7,trial,C21,5,Male,touch,touch,1,7,7,735.85,178.11,320.3,124.99,729,236,418.93,40,182,3.5202,19.3417,0,"12/12/2025, 14:21:04",,,,
8,trial,C21,5,Male,touch,touch,1,8,8,320.3,124.99,1042.11,240.45,1008,262,730.99,54,1566,3.8616,2.4659,0,"12/12/2025, 14:21:05",,,,
9,trial,C21,5,Male,touch,touch,1,9,9,1042.11,240.45,284.85,482.37,280,498,794.97,27,3184,4.928,1.5478,0,"12/12/2025, 14:21:07",,,,
10,trial,C21,5,Male,touch,touch,1,10,10,284.85,482.37,717.89,549.6,322,525,438.22,54,399,3.1883,7.9907,0,"12/12/2025, 14:21:08",,,,
11,trial,C21,5,Male,touch,touch,2,1,11,717.89,549.6,809.09,422.77,803,435,156.21,40,1900,2.2943,1.2075,1,"12/12/2025, 14:21:10",,,,
12,trial,C21,5,Male,touch,touch,2,2,12,809.09,422.77,244.67,307.97,802,443,575.98,40,165,3.9448,23.9079,0,"12/12/2025, 14:21:11",,,,
13,trial,C21,5,Male,touch,touch,2,3,13,244.67,307.97,412.04,240.29,419,255,180.54,54,1216,2.1188,1.7424,1,"12/12/2025, 14:21:13",,,,
14,trial,C21,5,Male,touch,touch,2,4,14,412.04,240.29,540.9,425.6,546,453,225.71,54,1214,2.3729,1.9546,0,"12/12/2025, 14:21:14",,,,
15,trial,C21,5,Male,touch,touch,2,5,15,540.9,425.6,103.9,406.39,124,412,437.42,27,1700,4.1044,2.4144,0,"12/12/2025, 14:21:16",,,,
16,trial,C21,5,Male,touch,touch,2,6,16,103.9,406.39,396.59,113.91,408,165,413.78,40,1584,3.5039,2.2121,0,"12/12/2025, 14:21:17",,,,
17,trial,C21,5,Male,touch,touch,2,7,17,396.59,113.91,137.36,317.23,154,333,329.45,54,1481,2.828,1.9095,1,"12/12/2025, 14:21:19",,,,
18,trial,C21,5,Male,touch,touch,2,8,18,137.36,317.23,934.98,400.9,960,402,802,40,1001,4.3957,4.3914,0,"12/12/2025, 14:21:20",,,,
19,trial,C21,5,Male,touch,touch,2,9,19,934.98,400.9,872.41,327.01,875,273,96.82,40,1234,1.7742,1.4377,0,"12/12/2025, 14:21:22",,,,
20,trial,C21,5,Male,touch,touch,2,10,20,872.41,327.01,851.39,459.6,839,439,134.24,54,698,1.8015,2.581,1,"12/12/2025, 14:21:23",,,,
21,summary,C21,5,Male,touch,touch,,,,,,,,,,,,,,,,,20,1190.2,4.8986,75
22,summary,C21,5,Male,touch,ALL,,,,,,,,,,,,,,,,,20,1190.2,4.8986,75
