row_id,record_type,participantId,age,gender,deviceMode,deviceUsed,block,trialInBlock,globalTrialIndex,startX,startY,targetX,targetY,clickX,clickY,amplitude,targetWidth,movementTimeMs,ID_Shannon,TP_bitsPerSec,hit,local_timestamp_KL,n_trials,avg_movementTimeMs,avg_TP_bitsPerSec,error_rate_percent
1,trial,C20,5,Male,touch,touch,1,1,1,566.5,335,573.91,340.78,581,338,9.4,40,934,0.3044,0.326,1,"06/12/2025, 17:37:21",,,,
2,trial,C20,5,Male,touch,touch,1,2,2,573.91,340.78,268.63,572.89,271,571,383.49,54,1398,3.0182,2.159,1,"06/12/2025, 17:37:22",,,,
3,trial,C20,5,Male,touch,touch,1,3,3,268.63,572.89,492.74,272.99,489,298,374.38,27,1100,3.8939,3.54,0,"06/12/2025, 17:37:24",,,,
4,trial,C20,5,Male,touch,touch,1,4,4,492.74,272.99,777.55,262.59,517,334,285,54,132,2.6503,20.0777,0,"06/12/2025, 17:37:25",,,,
5,trial,C20,5,Male,touch,touch,1,5,5,777.55,262.59,701.08,489.61,692,524,239.56,27,1033,3.3034,3.1979,0,"06/12/2025, 17:37:27",,,,
6,trial,C20,5,Male,touch,touch,1,6,6,701.08,489.61,399.73,254.81,406,289,382.03,40,1701,3.3993,1.9984,0,"06/12/2025, 17:37:28",,,,
7,trial,C20,5,Male,touch,touch,1,7,7,399.73,254.81,112.89,250.34,115,250,286.88,54,1098,2.6582,2.421,1,"06/12/2025, 17:37:30",,,,
8,trial,C20,5,Male,touch,touch,1,8,8,112.89,250.34,95.26,269.8,100,276,26.26,54,1035,0.5718,0.5524,1,"06/12/2025, 17:37:31",,,,
9,trial,C20,5,Male,touch,touch,1,9,9,95.26,269.8,349.53,253.61,359,270,254.78,40,1033,2.8816,2.7895,1,"06/12/2025, 17:37:33",,,,
10,trial,C20,5,Male,touch,touch,1,10,10,349.53,253.61,1066.71,576.06,1050,585,786.33,27,1314,4.9128,3.7388,0,"06/12/2025, 17:37:34",,,,
11,trial,C20,5,Male,touch,touch,2,1,11,1066.71,576.06,96.45,531.14,122,527,971.3,27,1236,5.2084,4.214,0,"06/12/2025, 17:37:36",,,,
12,trial,C20,5,Male,touch,touch,2,2,12,96.45,531.14,914.13,234.93,901,257,869.68,27,1114,5.0536,4.5364,0,"06/12/2025, 17:37:37",,,,
13,trial,C20,5,Male,touch,touch,2,3,13,914.13,234.93,717.65,606.86,761,590,420.64,40,902,3.5256,3.9086,0,"06/12/2025, 17:37:39",,,,
14,trial,C20,5,Male,touch,touch,2,4,14,717.65,606.86,1006.33,328.36,993,324,401.13,54,931,3.0753,3.3032,1,"06/12/2025, 17:37:40",,,,
15,trial,C20,5,Male,touch,touch,2,5,15,1006.33,328.36,76.18,132.58,80,133,950.53,40,1952,4.6301,2.372,1,"06/12/2025, 17:37:42",,,,
16,trial,C20,5,Male,touch,touch,2,6,16,76.18,132.58,986.27,503.93,993,510,982.94,40,1117,4.6766,4.1867,1,"06/12/2025, 17:37:43",,,,
17,trial,C20,5,Male,touch,touch,2,7,17,986.27,503.93,362.81,166.86,363,153,708.75,40,1165,4.2264,3.6278,1,"06/12/2025, 17:37:45",,,,
18,trial,C20,5,Male,touch,touch,2,8,18,362.81,166.86,581.41,112.59,583,113,225.23,27,1336,3.2237,2.413,1,"06/12/2025, 17:37:46",,,,
19,trial,C20,5,Male,touch,touch,2,9,19,581.41,112.59,574.09,433.3,597,137,320.8,54,831,2.7951,3.3635,0,"06/12/2025, 17:37:48",,,,
20,trial,C20,5,Male,touch,touch,2,10,20,574.09,433.3,142.98,588.92,145,590,458.34,54,1216,3.2461,2.6695,1,"06/12/2025, 17:37:49",,,,
21,summary,C20,5,Male,touch,touch,,,,,,,,,,,,,,,,,20,1128.9,3.7698,45
22,summary,C20,5,Male,touch,ALL,,,,,,,,,,,,,,,,,20,1128.9,3.7698,45
