row_id,record_type,participantId,age,gender,deviceMode,deviceUsed,block,trialInBlock,globalTrialIndex,startX,startY,targetX,targetY,clickX,clickY,amplitude,targetWidth,movementTimeMs,ID_Shannon,TP_bitsPerSec,hit,local_timestamp_KL,n_trials,avg_movementTimeMs,avg_TP_bitsPerSec,error_rate_percent
1,trial,C13,8,Male,touch,touch,1,1,1,566.5,335,107.99,179.26,100,173,484.24,54,851,3.3172,3.898,1,"21/10/2025, 11:30:43",,,,
2,trial,C13,8,Male,touch,touch,1,2,2,107.99,179.26,246.46,283.53,243,298,173.34,27,665,2.8914,4.348,0,"21/10/2025, 11:30:44",,,,
3,trial,C13,8,Male,touch,touch,1,3,3,246.46,283.53,399.74,147.86,394,166,204.69,27,650,3.1012,4.7711,0,"21/10/2025, 11:30:46",,,,
4,trial,C13,8,Male,touch,touch,1,4,4,399.74,147.86,858.96,163.38,862,182,459.48,40,649,3.6423,5.6122,1,"21/10/2025, 11:30:47",,,,
5,trial,C13,8,Male,touch,touch,1,5,5,858.96,163.38,702.29,50.78,707,54,192.93,27,665,3.026,4.5504,1,"21/10/2025, 11:30:49",,,,
6,trial,C13,8,Male,touch,touch,1,6,6,702.29,50.78,783.6,493.61,798,493,450.23,27,717,4.1436,5.7791,0,"21/10/2025, 11:30:50",,,,
7,trial,C13,8,Male,touch,touch,1,7,7,783.6,493.61,562.2,312.4,567,313,286.1,54,616,2.6549,4.3099,1,"21/10/2025, 11:30:52",,,,
8,trial,C13,8,Male,touch,touch,1,8,8,562.2,312.4,372.23,346.18,384,356,192.95,40,682,2.5419,3.7272,1,"21/10/2025, 11:30:53",,,,
9,trial,C13,8,Male,touch,touch,1,9,9,372.23,346.18,192.02,553.67,175,565,274.82,54,616,2.6063,4.2309,1,"21/10/2025, 11:30:55",,,,
10,trial,C13,8,Male,touch,touch,1,10,10,192.02,553.67,772.08,221.85,780,227,668.26,40,648,4.1462,6.3985,1,"21/10/2025, 11:30:56",,,,
11,trial,C13,8,Male,touch,touch,2,1,11,772.08,221.85,184.99,283.22,180,312,590.29,27,835,4.5149,5.4071,0,"21/10/2025, 11:30:58",,,,
12,trial,C13,8,Male,touch,touch,2,2,12,184.99,283.22,403.78,318.9,421,341,221.69,54,649,2.352,3.624,0,"21/10/2025, 11:30:59",,,,
13,trial,C13,8,Male,touch,touch,2,3,13,403.78,318.9,173.31,116.53,185,136,306.71,54,750,2.7398,3.6531,1,"21/10/2025, 11:31:01",,,,
14,trial,C13,8,Male,touch,touch,2,4,14,173.31,116.53,552.17,463.56,535,520,513.77,27,747,4.324,5.7885,0,"21/10/2025, 11:31:02",,,,
15,trial,C13,8,Male,touch,touch,2,5,15,552.17,463.56,396.09,398.11,401,406,169.25,27,584,2.8616,4.9001,1,"21/10/2025, 11:31:04",,,,
16,trial,C13,8,Male,touch,touch,2,6,16,396.09,398.11,596.95,493,600,532,222.14,54,634,2.3544,3.7135,0,"21/10/2025, 11:31:05",,,,
17,trial,C13,8,Male,touch,touch,2,7,17,596.95,493,780.23,247.53,818,253,306.35,27,883,3.626,4.1064,0,"21/10/2025, 11:31:07",,,,
18,trial,C13,8,Male,touch,touch,2,8,18,780.23,247.53,765.1,352.67,770,393,106.22,54,666,1.569,2.3559,0,"21/10/2025, 11:31:08",,,,
19,trial,C13,8,Male,touch,touch,2,9,19,765.1,352.67,82.07,199.65,89,247,699.96,40,781,4.2094,5.3897,0,"21/10/2025, 11:31:10",,,,
20,trial,C13,8,Male,touch,touch,2,10,20,82.07,199.65,983.5,595.95,1000,578,984.7,40,665,4.6791,7.0362,0,"21/10/2025, 11:31:11",,,,
21,summary,C13,8,Male,touch,touch,,,,,,,,,,,,,,,,,20,697.65,4.68,55
22,summary,C13,8,Male,touch,ALL,,,,,,,,,,,,,,,,,20,697.65,4.68,55
