row_id,record_type,participantId,age,gender,deviceMode,deviceUsed,block,trialInBlock,globalTrialIndex,startX,startY,targetX,targetY,clickX,clickY,amplitude,targetWidth,movementTimeMs,ID_Shannon,TP_bitsPerSec,hit,local_timestamp_KL,n_trials,avg_movementTimeMs,avg_TP_bitsPerSec,error_rate_percent
1,trial,C09,10,Male,touch,touch,1,1,1,566.5,335,378.27,470.55,392,467,231.96,54,548,2.4048,4.3883,1,"17/09/2025, 11:48:53",,,,
2,trial,C09,10,Male,touch,touch,1,2,2,378.27,470.55,533.47,196.27,544,182,315.15,54,652,2.7732,4.2533,1,"17/09/2025, 11:48:54",,,,
3,trial,C09,10,Male,touch,touch,1,3,3,533.47,196.27,161.3,128.74,182,134,378.25,40,679,3.3863,4.9872,0,"17/09/2025, 11:48:56",,,,
4,trial,C09,10,Male,touch,touch,1,4,4,161.3,128.74,463.46,284.27,482,270,339.84,40,568,3.2473,5.7171,0,"17/09/2025, 11:48:57",,,,
5,trial,C09,10,Male,touch,touch,1,5,5,463.46,284.27,609.6,337.19,629,340,155.42,40,449,2.2885,5.0969,1,"17/09/2025, 11:48:59",,,,
6,trial,C09,10,Male,touch,touch,1,6,6,609.6,337.19,522.78,59.44,501,73,291,27,616,3.558,5.776,0,"17/09/2025, 11:49:00",,,,
7,trial,C09,10,Male,touch,touch,1,7,7,522.78,59.44,676.02,465.79,672,481,434.28,40,632,3.5677,5.6451,1,"17/09/2025, 11:49:02",,,,
8,trial,C09,10,Male,touch,touch,1,8,8,676.02,465.79,533.61,475.93,531,472,142.77,40,466,2.192,4.7038,1,"17/09/2025, 11:49:03",,,,
9,trial,C09,10,Male,touch,touch,1,9,9,533.61,475.93,623.69,231.16,625,211,260.82,54,600,2.5435,4.2391,1,"17/09/2025, 11:49:05",,,,
10,trial,C09,10,Male,touch,touch,1,10,10,623.69,231.16,862.66,316.61,868,314,253.79,27,516,3.3784,6.5474,1,"17/09/2025, 11:49:06",,,,
11,trial,C09,10,Male,touch,touch,2,1,11,862.66,316.61,850.97,548.38,873,542,232.07,54,517,2.4053,4.6524,1,"17/09/2025, 11:49:08",,,,
12,trial,C09,10,Male,touch,touch,2,2,12,850.97,548.38,230.97,367.56,226,367,645.83,54,699,3.696,5.2875,1,"17/09/2025, 11:49:09",,,,
13,trial,C09,10,Male,touch,touch,2,3,13,230.97,367.56,720.37,134.36,724,131,542.12,54,650,3.4646,5.3301,1,"17/09/2025, 11:49:11",,,,
14,trial,C09,10,Male,touch,touch,2,4,14,720.37,134.36,75.7,143.74,75,164,644.74,40,699,4.0975,5.8619,0,"17/09/2025, 11:49:12",,,,
15,trial,C09,10,Male,touch,touch,2,5,15,75.7,143.74,906.11,443.67,908,446,882.91,27,699,5.0747,7.2599,1,"17/09/2025, 11:49:14",,,,
16,trial,C09,10,Male,touch,touch,2,6,16,906.11,443.67,977.42,85.18,966,69,365.51,27,699,3.8617,5.5246,0,"17/09/2025, 11:49:15",,,,
17,trial,C09,10,Male,touch,touch,2,7,17,977.42,85.18,986.69,181.24,981,182,96.5,54,614,1.4788,2.4084,1,"17/09/2025, 11:49:17",,,,
18,trial,C09,10,Male,touch,touch,2,8,18,986.69,181.24,211.42,575.94,217,571,869.97,54,719,4.0968,5.6979,1,"17/09/2025, 11:49:18",,,,
19,trial,C09,10,Male,touch,touch,2,9,19,211.42,575.94,519.16,114.32,502,126,554.8,40,616,3.8943,6.322,0,"17/09/2025, 11:49:20",,,,
20,trial,C09,10,Male,touch,touch,2,10,20,519.16,114.32,984.69,158.97,987,175,467.67,54,583,3.2721,5.6125,1,"17/09/2025, 11:49:21",,,,
21,summary,C09,10,Male,touch,touch,,,,,,,,,,,,,,,,,20,611.05,5.2656,30
22,summary,C09,10,Male,touch,ALL,,,,,,,,,,,,,,,,,20,611.05,5.2656,30
