row_id,record_type,participantId,age,gender,deviceMode,deviceUsed,block,trialInBlock,globalTrialIndex,startX,startY,targetX,targetY,clickX,clickY,amplitude,targetWidth,movementTimeMs,ID_Shannon,TP_bitsPerSec,hit,local_timestamp_KL,n_trials,avg_movementTimeMs,avg_TP_bitsPerSec,error_rate_percent
1,trial,C06,9,Male,mouse,mouse,1,1,1,720,373,314.32,640.94,315,632,486.18,60,978,3.1863,3.258,1,"11/09/2025, 16:50:31",,,,
2,trial,C06,9,Male,mouse,mouse,1,2,2,314.32,640.94,1339.88,100.35,1340,105,1159.31,45,1364,4.7421,3.4766,1,"11/09/2025, 16:50:34",,,,
3,trial,C06,9,Male,mouse,mouse,1,3,3,1339.88,100.35,1069.36,591.94,1063,581,561.11,30,1067,4.3004,4.0304,1,"11/09/2025, 16:50:36",,,,
4,trial,C06,9,Male,mouse,mouse,1,4,4,1069.36,591.94,476.69,330.95,479,324,647.58,45,869,3.944,4.5385,1,"11/09/2025, 16:50:39",,,,
5,trial,C06,9,Male,mouse,mouse,1,5,5,476.69,330.95,922.96,55.45,923,54,524.46,30,965,4.208,4.3607,1,"11/09/2025, 16:50:42",,,,
6,trial,C06,9,Male,mouse,mouse,1,6,6,922.96,55.45,262.13,123,250,114,664.27,60,1014,3.5935,3.5439,1,"11/09/2025, 16:50:44",,,,
7,trial,C06,9,Male,mouse,mouse,1,7,7,262.13,123,1119.42,565.17,1119,554,964.61,60,1099,4.094,3.7252,1,"11/09/2025, 16:50:47",,,,
8,trial,C06,9,Male,mouse,mouse,1,8,8,1119.42,565.17,919.85,506.68,912,504,207.97,45,1300,2.491,1.9161,1,"11/09/2025, 16:50:50",,,,
9,trial,C06,9,Male,mouse,mouse,1,9,9,919.85,506.68,794.03,297.46,790,296,244.14,30,1185,3.1919,2.6935,1,"11/09/2025, 16:50:52",,,,
10,trial,C06,9,Male,mouse,mouse,1,10,10,794.03,297.46,1300.9,538.63,1299,522,561.32,45,1149,3.7521,3.2655,1,"11/09/2025, 16:50:55",,,,
11,trial,C06,9,Male,mouse,mouse,2,1,11,1300.9,538.63,460.47,195.4,459,187,907.81,60,1365,4.0117,2.939,1,"11/09/2025, 16:50:58",,,,
12,trial,C06,9,Male,mouse,mouse,2,2,12,460.47,195.4,519.61,503.95,516,499,314.16,30,1102,3.5201,3.1943,1,"11/09/2025, 16:51:00",,,,
13,trial,C06,9,Male,mouse,mouse,2,3,13,519.61,503.95,571.04,493.01,569,488,52.58,45,863,1.1166,1.2939,1,"11/09/2025, 16:51:03",,,,
14,trial,C06,9,Male,mouse,mouse,2,4,14,571.04,493.01,308.26,207.25,313,205,388.22,45,949,3.2671,3.4427,1,"11/09/2025, 16:51:06",,,,
15,trial,C06,9,Male,mouse,mouse,2,5,15,308.26,207.25,338.85,157.33,337,157,58.55,30,1016,1.5616,1.537,1,"11/09/2025, 16:51:08",,,,
16,trial,C06,9,Male,mouse,mouse,2,6,16,338.85,157.33,1340.96,206.52,1358,217,1003.32,45,999,4.542,4.5466,1,"11/09/2025, 16:51:11",,,,
17,trial,C06,9,Male,mouse,mouse,2,7,17,1340.96,206.52,377.89,249.45,383,244,964.03,45,1301,4.4869,3.4488,1,"11/09/2025, 16:51:14",,,,
18,trial,C06,9,Male,mouse,mouse,2,8,18,377.89,249.45,688.79,576.61,675,580,451.32,60,1035,3.0912,2.9867,1,"11/09/2025, 16:51:16",,,,
19,trial,C06,9,Male,mouse,mouse,2,9,19,688.79,576.61,862.6,245.25,866,252,374.18,30,1082,3.752,3.4676,1,"11/09/2025, 16:51:19",,,,
20,trial,C06,9,Male,mouse,mouse,2,10,20,862.6,245.25,316.5,163.49,311,153,552.18,45,1246,3.7302,2.9937,1,"11/09/2025, 16:51:22",,,,
21,summary,C06,9,Male,mouse,mouse,,,,,,,,,,,,,,,,,20,1097.4,3.2329,0
22,summary,C06,9,Male,mouse,ALL,,,,,,,,,,,,,,,,,20,1097.4,3.2329,0
