row_id,record_type,participantId,age,gender,deviceMode,deviceUsed,block,trialInBlock,globalTrialIndex,startX,startY,targetX,targetY,clickX,clickY,amplitude,targetWidth,movementTimeMs,ID_Shannon,TP_bitsPerSec,hit,local_timestamp_KL,n_trials,avg_movementTimeMs,avg_TP_bitsPerSec,error_rate_percent
1,trial,C07,7,Male,mouse,mouse,1,1,1,720,373,168.46,427.11,176,417,554.19,60,1076,3.3556,3.1186,1,"11/09/2025, 17:03:30",,,,
2,trial,C07,7,Male,mouse,mouse,1,2,2,168.46,427.11,270.93,569.23,266,567,175.21,30,1547,2.774,1.7932,1,"11/09/2025, 17:03:33",,,,
3,trial,C07,7,Male,mouse,mouse,1,3,3,270.93,569.23,721.59,251.02,713,243,551.68,60,1015,3.3497,3.3002,1,"11/09/2025, 17:03:35",,,,
4,trial,C07,7,Male,mouse,mouse,1,4,4,721.59,251.02,432.8,127.43,421,115,314.13,60,1201,2.6405,2.1986,1,"11/09/2025, 17:03:38",,,,
5,trial,C07,7,Male,mouse,mouse,1,5,5,432.8,127.43,747.48,99.02,742,94,315.97,60,1301,2.6476,2.035,1,"11/09/2025, 17:03:41",,,,
6,trial,C07,7,Male,mouse,mouse,1,6,6,747.48,99.02,1271.22,461.34,1268,454,636.84,60,1316,3.5378,2.6883,1,"11/09/2025, 17:03:43",,,,
7,trial,C07,7,Male,mouse,mouse,1,7,7,1271.22,461.34,475.47,79.35,469,73,882.69,30,2114,4.9271,2.3307,1,"11/09/2025, 17:03:46",,,,
8,trial,C07,7,Male,mouse,mouse,1,8,8,475.47,79.35,159.75,467.5,162,459,500.34,45,1486,3.5992,2.422,1,"11/09/2025, 17:03:49",,,,
9,trial,C07,7,Male,mouse,mouse,1,9,9,159.75,467.5,341.46,369.47,331,367,206.46,45,1312,2.4824,1.892,1,"11/09/2025, 17:03:51",,,,
10,trial,C07,7,Male,mouse,mouse,1,10,10,341.46,369.47,946.71,643.86,944,639,664.55,30,1669,4.533,2.716,1,"11/09/2025, 17:03:54",,,,
11,trial,C07,7,Male,mouse,mouse,2,1,11,946.71,643.86,1218.34,296.04,1216,297,441.32,30,1397,3.9737,2.8444,1,"11/09/2025, 17:03:57",,,,
12,trial,C07,7,Male,mouse,mouse,2,2,12,1218.34,296.04,217.84,185.66,226,188,1006.57,45,1649,4.5465,2.7571,1,"11/09/2025, 17:03:59",,,,
13,trial,C07,7,Male,mouse,mouse,2,3,13,217.84,185.66,1058.44,354.88,1055,345,857.47,45,1701,4.3259,2.5431,1,"11/09/2025, 17:04:02",,,,
14,trial,C07,7,Male,mouse,mouse,2,4,14,1058.44,354.88,1361.25,632.84,1358,627,411.04,30,1834,3.8779,2.1144,1,"11/09/2025, 17:04:05",,,,
15,trial,C07,7,Male,mouse,mouse,2,5,15,1361.25,632.84,1229.12,565.2,1231,559,148.44,60,1066,1.7966,1.6853,1,"11/09/2025, 17:04:07",,,,
16,trial,C07,7,Male,mouse,mouse,2,6,16,1229.12,565.2,697.19,395.34,696,388,558.4,60,1117,3.3655,3.013,1,"11/09/2025, 17:04:10",,,,
17,trial,C07,7,Male,mouse,mouse,2,7,17,697.19,395.34,725.82,177.82,722,178,219.4,45,1166,2.5547,2.191,1,"11/09/2025, 17:04:13",,,,
18,trial,C07,7,Male,mouse,mouse,2,8,18,725.82,177.82,609.8,651.27,606,649,487.46,60,2219,3.1897,1.4375,1,"11/09/2025, 17:04:15",,,,
19,trial,C07,7,Male,mouse,mouse,2,9,19,609.8,651.27,476.78,335.25,473,327,342.87,30,2449,3.6356,1.4845,1,"11/09/2025, 17:04:18",,,,
20,trial,C07,7,Male,mouse,mouse,2,10,20,476.78,335.25,143.52,48.96,140,45,439.35,30,2285,3.9676,1.7364,1,"11/09/2025, 17:04:21",,,,
21,summary,C07,7,Male,mouse,mouse,,,,,,,,,,,,,,,,,20,1546,2.3151,0
22,summary,C07,7,Male,mouse,ALL,,,,,,,,,,,,,,,,,20,1546,2.3151,0
