row_id,record_type,participantId,age,gender,deviceMode,deviceUsed,block,trialInBlock,globalTrialIndex,startX,startY,targetX,targetY,clickX,clickY,amplitude,targetWidth,movementTimeMs,ID_Shannon,TP_bitsPerSec,hit,local_timestamp_KL,n_trials,avg_movementTimeMs,avg_TP_bitsPerSec,error_rate_percent
1,trial,C09,10,Male,mouse,mouse,1,1,1,720,373,383.13,539.89,401,538,375.94,30,1030,3.7582,3.6488,0,"17/09/2025, 11:49:24",,,,
2,trial,C09,10,Male,mouse,mouse,1,2,2,383.13,539.89,914.26,426.26,899,431,543.15,60,962,3.3295,3.461,1,"17/09/2025, 11:49:27",,,,
3,trial,C09,10,Male,mouse,mouse,1,3,3,914.26,426.26,399.65,642.64,405,619,558.25,30,1250,4.2934,3.4347,0,"17/09/2025, 11:49:29",,,,
4,trial,C09,10,Male,mouse,mouse,1,4,4,399.65,642.64,356.41,563.61,357,549,90.09,30,950,2.001,2.1064,1,"17/09/2025, 11:49:32",,,,
5,trial,C09,10,Male,mouse,mouse,1,5,5,356.41,563.61,103.22,138.76,98,126,494.57,60,966,3.2083,3.3213,1,"17/09/2025, 11:49:35",,,,
6,trial,C09,10,Male,mouse,mouse,1,6,6,103.22,138.76,855.89,646.03,840,657,907.65,60,1185,4.0114,3.3852,1,"17/09/2025, 11:49:37",,,,
7,trial,C09,10,Male,mouse,mouse,1,7,7,855.89,646.03,314.12,332.57,310,332,625.91,45,1013,3.8981,3.8481,1,"17/09/2025, 11:49:40",,,,
8,trial,C09,10,Male,mouse,mouse,1,8,8,314.12,332.57,700.43,261.59,703,256,392.78,30,1066,3.8169,3.5805,1,"17/09/2025, 11:49:43",,,,
9,trial,C09,10,Male,mouse,mouse,1,9,9,700.43,261.59,900.84,179.48,897,179,216.58,45,1118,2.5392,2.2712,1,"17/09/2025, 11:49:45",,,,
10,trial,C09,10,Male,mouse,mouse,1,10,10,900.84,179.48,1327.45,652.27,1316,636,636.81,60,1200,3.5377,2.9481,1,"17/09/2025, 11:49:48",,,,
11,trial,C09,10,Male,mouse,mouse,2,1,11,1327.45,652.27,377.86,407.05,375,403,980.74,30,1049,5.0743,4.8373,1,"17/09/2025, 11:49:51",,,,
12,trial,C09,10,Male,mouse,mouse,2,2,12,377.86,407.05,1050.93,566.29,1046,571,691.65,60,1266,3.647,2.8807,1,"17/09/2025, 11:49:53",,,,
13,trial,C09,10,Male,mouse,mouse,2,3,13,1050.93,566.29,680.17,638.57,690,643,377.73,60,1016,2.867,2.8219,1,"17/09/2025, 11:49:56",,,,
14,trial,C09,10,Male,mouse,mouse,2,4,14,680.17,638.57,120.46,139.22,119,124,750.08,45,1050,4.1431,3.9458,1,"17/09/2025, 11:49:59",,,,
15,trial,C09,10,Male,mouse,mouse,2,5,15,120.46,139.22,197.33,471.88,191,479,341.43,60,966,2.7421,2.8386,1,"17/09/2025, 11:50:01",,,,
16,trial,C09,10,Male,mouse,mouse,2,6,16,197.33,471.88,1143.32,281.38,1152,276,964.99,60,1101,4.0945,3.7189,1,"17/09/2025, 11:50:04",,,,
17,trial,C09,10,Male,mouse,mouse,2,7,17,1143.32,281.38,1134.21,560.84,1137,558,279.61,45,897,2.8507,3.178,1,"17/09/2025, 11:50:07",,,,
18,trial,C09,10,Male,mouse,mouse,2,8,18,1134.21,560.84,774.79,363.87,772,347,409.85,60,1066,2.9692,2.7853,1,"17/09/2025, 11:50:09",,,,
19,trial,C09,10,Male,mouse,mouse,2,9,19,774.79,363.87,1059.4,534.61,1026,515,331.89,45,900,3.0661,3.4068,0,"17/09/2025, 11:50:12",,,,
20,trial,C09,10,Male,mouse,mouse,2,10,20,1059.4,534.61,1241.25,499.94,1239,490,185.13,60,832,2.0305,2.4405,1,"17/09/2025, 11:50:15",,,,
21,summary,C09,10,Male,mouse,mouse,,,,,,,,,,,,,,,,,20,1044.15,3.243,15
22,summary,C09,10,Male,mouse,ALL,,,,,,,,,,,,,,,,,20,1044.15,3.243,15
