row_id,record_type,participantId,age,gender,deviceMode,deviceUsed,block,trialInBlock,globalTrialIndex,startX,startY,targetX,targetY,clickX,clickY,amplitude,targetWidth,movementTimeMs,ID_Shannon,TP_bitsPerSec,hit,local_timestamp_KL,n_trials,avg_movementTimeMs,avg_TP_bitsPerSec,error_rate_percent
1,trial,C04,12,Female,mouse,mouse,1,1,1,720,373,1162.37,120.12,1163,115,509.54,60,1112,3.2468,2.9198,1,"30/08/2025, 12:59:03",,,,
2,trial,C04,12,Female,mouse,mouse,1,2,2,1162.37,120.12,140.32,592.51,138,588,1125.93,45,1277,4.7016,3.6817,1,"30/08/2025, 12:59:06",,,,
3,trial,C04,12,Female,mouse,mouse,1,3,3,140.32,592.51,1276.47,643.33,1270,633,1137.29,45,1249,4.7155,3.7754,1,"30/08/2025, 12:59:08",,,,
4,trial,C04,12,Female,mouse,mouse,1,4,4,1276.47,643.33,836.8,423.37,849,421,491.62,60,1082,3.2006,2.9581,1,"30/08/2025, 12:59:11",,,,
5,trial,C04,12,Female,mouse,mouse,1,5,5,836.8,423.37,349.69,491.95,359,486,491.92,60,1016,3.2014,3.151,1,"30/08/2025, 12:59:14",,,,
6,trial,C04,12,Female,mouse,mouse,1,6,6,349.69,491.95,1222.25,84.86,1216,78,962.85,45,1866,4.4852,2.4037,1,"30/08/2025, 12:59:16",,,,
7,trial,C04,12,Female,mouse,mouse,1,7,7,1222.25,84.86,1065.09,357.74,1055,350,314.91,45,1101,2.9996,2.7245,1,"30/08/2025, 12:59:19",,,,
8,trial,C04,12,Female,mouse,mouse,1,8,8,1065.09,357.74,235.22,475.07,251,469,838.11,45,1451,4.2946,2.9598,1,"30/08/2025, 12:59:22",,,,
9,trial,C04,12,Female,mouse,mouse,1,9,9,235.22,475.07,139.74,505.82,131,498,100.32,45,847,1.6912,1.9967,1,"30/08/2025, 12:59:24",,,,
10,trial,C04,12,Female,mouse,mouse,1,10,10,139.74,505.82,1220.78,274.89,1221,267,1105.43,30,1182,5.2421,4.435,1,"30/08/2025, 12:59:27",,,,
11,trial,C04,12,Female,mouse,mouse,2,1,11,1220.78,274.89,110.74,594.13,103,584,1155.02,45,1232,4.737,3.845,1,"30/08/2025, 12:59:30",,,,
12,trial,C04,12,Female,mouse,mouse,2,2,12,110.74,594.13,351.18,531.65,356,534,248.42,30,884,3.2142,3.636,1,"30/08/2025, 12:59:32",,,,
13,trial,C04,12,Female,mouse,mouse,2,3,13,351.18,531.65,1128.87,51.19,1126,48,914.14,30,882,4.976,5.6417,1,"30/08/2025, 12:59:35",,,,
14,trial,C04,12,Female,mouse,mouse,2,4,14,1128.87,51.19,711.14,397.09,703,406,542.35,30,1033,4.2539,4.118,1,"30/08/2025, 12:59:38",,,,
15,trial,C04,12,Female,mouse,mouse,2,5,15,711.14,397.09,1104.77,124.1,1109,126,479.03,30,1200,4.0847,3.4039,1,"30/08/2025, 12:59:40",,,,
16,trial,C04,12,Female,mouse,mouse,2,6,16,1104.77,124.1,1251.78,323.71,1241,325,247.9,45,883,2.7024,3.0605,1,"30/08/2025, 12:59:43",,,,
17,trial,C04,12,Female,mouse,mouse,2,7,17,1251.78,323.71,1072.67,400.59,1064,394,194.91,30,766,2.9063,3.7942,1,"30/08/2025, 12:59:46",,,,
18,trial,C04,12,Female,mouse,mouse,2,8,18,1072.67,400.59,204.27,97.18,189,75,919.88,60,1066,4.0296,3.7801,1,"30/08/2025, 12:59:48",,,,
19,trial,C04,12,Female,mouse,mouse,2,9,19,204.27,97.18,1250.8,562.42,1262,560,1145.28,45,1000,4.7252,4.7252,1,"30/08/2025, 12:59:51",,,,
20,trial,C04,12,Female,mouse,mouse,2,10,20,1250.8,562.42,488.94,411.27,476,406,776.71,45,936,4.1906,4.4772,1,"30/08/2025, 12:59:54",,,,
21,summary,C04,12,Female,mouse,mouse,,,,,,,,,,,,,,,,,20,1103.25,3.5744,0
22,summary,C04,12,Female,mouse,ALL,,,,,,,,,,,,,,,,,20,1103.25,3.5744,0
